x, y
2.471172084080339, 2.4643815834935374
2.5043261360979034, 2.399186725373637
2.6231714604931535, 2.3165835378332167
2.7676877906825683, 2.2446911239667955
2.888767635825084, 2.194140524641867
3.03416738119365, 2.1446530294036874
3.167511107646738, 2.106248394269869
3.249149063320082, 2.0791126624555933
3.364564658196274, 2.0500899208873378
3.454205316080755, 2.004190401941937
3.5390651388780627, 1.9616130832676275
3.643567958011796, 1.896232181932546
3.7230753241354226, 1.8467181090921976
3.7922415361031, 1.8003667709099285
3.8856237170992802, 1.7343214295206286
3.9787980357003665, 1.6642894478060188
4.077013017382493, 1.5871080911080202
4.1750201366695245, 1.5074284398061606
4.267414971289007, 1.4123337792464363
4.379764595837556, 1.303950317602346
4.48068178865591, 1.189560317868122
4.552446280562268, 1.118757585690619
4.643593940811183, 1.0409383665405707
4.713071946371502, 0.9711987384498171
4.7824979863330475, 0.9128343240872807
4.842830046509211, 0.8546027977355881
4.897705718814145, 0.7994011180311311
4.96323433886767, 0.74680404333921
5.049029542442903, 0.6777022777005057
5.1417881362538, 0.6103812114071068
5.240574739522437, 0.5484288207517918
5.363837139813444, 0.5017053961391604
5.4683919245459505, 0.4884963278613004
5.587601008132617, 0.5066222525403759
5.658430119261049, 0.5560300149720492
5.719333801023723, 0.622181666770024
5.763400628783746, 0.7304322404032706
5.7788863772182815, 0.8213010622181667
5.7788863772182815, 0.9311197143793688
5.765427287135917, 1.037031459021767
5.734195962272976, 1.1369366655740318
5.70577077974381, 1.214569841508899
5.664925819107751, 1.3146345136741764
5.607295970067815, 1.4108454335249874
5.548003221867124, 1.4869371085340681
5.482526567412373, 1.5776730423381202
5.376724608309299, 1.684647891067268
5.268844025255281, 1.7752243592583077
5.174162704289761, 1.8497745333416018
5.056252760672435, 1.923341336144653
4.93964195702445, 1.9969347165498728
4.872138644217528, 2.0455185733143155
4.771481279393042, 2.106062351054688
4.652687920596565, 2.1781673857384587
4.493881050744408, 2.256863665760075
4.321667056408658, 2.3341779104689175
4.123522228284876, 2.4172860724505436
3.9376932470704396, 2.487132010949972
3.750876919479305, 2.541855293815392
3.536362927741835, 2.5884458304171796
3.3386857900070157, 2.6105052402172277
3.1254189726401123, 2.6216944107302638
2.9252474861641593, 2.6126048707885574
2.751682386260296, 2.595967291830931
2.6004624938290855, 2.560911434570373
2.5139397718710215, 2.5213373849411305
5.429261828669421, 1.633193653268602
4.430223192246733, 1.2452935496159536
4.325356613921584, 1.3556171762183615
4.226777873048042, 2.3723167695810483
