path,sim,t_act_flare,t_act_flare_amp,t_act_flare_dur,t_act_flare_per,t_act_sigma,t_act_spot,t_act_tau,t_planet,t_planet_a,t_planet_i,t_planet_p,t_planet_r,p_B,p_C,p_F,p_H,p_R,p_S,p_T,p_teq,p_xeff
PSLS/data/trainPlanetOld.hdf5,run_00003,0,1409.6725014810274,0.111737836862532,6.290331841974649,81.77347225868554,0,9.865628387553045,1,0.277470019676253,-0.0718903765734715,53.55118664649412,0.5930320321117621,0.0082544673883802,0.3286045544310456,0.0,0.0082544673883802,0.6626791724802886,14.000225777497857,0.0,493.0052902966838,34.801148788545404
PSLS/data/trainPlanetOld.hdf5,run_00006,0,798.0975380477519,0.0490846878006624,19.624476066258502,16.283448544981045,0,16.65432080385085,1,0.3298908380328623,-0.2933368801218683,65.43428015792567,3.4970658534645134,0.0009772533454127,2.6403518633046807e-254,0.0,0.0009772533454127,5.285869360124958e-254,14.585034228730528,0.0,498.0749303408412,35.51150420410626
PSLS/data/trainPlanetOld.hdf5,run_00007,0,747.4601972032577,0.080701964126292,22.373497036584688,20.512619984945392,0,15.08646442287778,1,0.5204179785471483,-0.288346312926622,136.37730742569843,2.086262256749467,0.0013587465244875,4.2484687323588175e-10,0.0,0.0013587465244875,8.508498357289211e-10,3.902563559399648,0.0,358.22452539666364,8.375485052598759
PSLS/data/trainPlanetOld.hdf5,run_00008,0,1116.9265818776591,0.0802836448029635,10.01983936767846,33.82118839706197,0,11.207820932993394,1,2.5479386092786664,-0.1715286139329597,1441.260574018438,0.8760760786943934,0.0030130932475951,0.4967775674456075,0.0,0.0030130932475951,0.9964686245861488,0.1964050182050049,8.923205374592247e-05,169.6703535131227,-1.4507830579065204
PSLS/data/trainPlanetOld.hdf5,run_00009,0,580.931660303665,0.0788485413910762,37.03905701626153,9.218858047274551,0,20.322475567397625,1,2.244224435246842,-0.3896382821826066,1139.0802749303564,1.357202272086039,0.0004535258199022,0.458846443945502,0.0,0.0004535258199022,0.7833298732048353,0.3361679944234625,0.1347794009474886,194.0693317855819,-1.1228467141142415
PSLS/data/trainPlanetOld.hdf5,run_00011,0,1307.3821915395054,0.055865556127844,7.313156765857726,63.87049697015794,0,9.201967944182128,1,1.7763821759204386,-0.159169556306722,837.2078028818561,0.7143997114169022,0.006916927771694,0.7950083351950029,0.0,0.006916927771694,0.9050193840925482,0.432853878316164,0.6960719191982073,206.7298302352309,-0.8443292735774091
PSLS/data/trainPlanetOld.hdf5,run_00016,0,1076.4714263265782,0.0780374847846323,10.787107333597712,40.24550633059405,0,12.581187327493277,1,2.8755838555360427,-0.4988052951954871,1708.1349754515363,0.5264042747532567,0.0031937530153116,0.2343471075252511,0.0,0.0031937530153116,0.4701941198057718,0.1637212991845235,1.784832957533307e-06,162.12280728474235,-1.538014661187825
PSLS/data/trainPlanetOld.hdf5,run_00017,0,972.0600794375324,0.0844644078798007,13.228901939738243,24.40710127992825,0,10.492527202307285,1,0.3053001826770842,0.4946613741510266,58.303684625823536,1.531453337426801,0.0023234379691681,0.1507577434061003,0.0,0.0023234379691681,0.3022176708235456,16.519500918841835,0.0,513.8271526069202,40.18903990998719
PSLS/data/trainPlanetOld.hdf5,run_00021,0,694.7853033119096,0.0524000470701501,25.894573743630616,8.495784468374309,0,19.42971634916094,1,0.4251443428680559,-0.4186204764014108,100.68282139554832,0.9815761934900256,0.0004371616736303,0.4997805554124189,0.0,0.0004371616736303,0.9999982717429404,6.328753427744341,0.0,404.24751941626846,14.618071009692224
PSLS/data/trainPlanetOld.hdf5,run_00023,0,826.7903688530481,0.1058953576361068,18.286020196077043,10.230324006558034,0,17.032906177820752,1,2.216329197212484,0.0091578262496201,1161.5019357986855,1.2596855308604236,0.000600440831424,0.4752247677319722,0.0,0.000600440831424,0.9340592792766274,0.2686990331695296,0.0169612877672943,183.4992720233155,-1.2639220390421784
PSLS/data/trainPlanetOld.hdf5,run_00026,0,620.6149839943567,0.1087424574149495,32.45379579926089,12.311320118136,0,24.39747069573873,1,0.3436397066706823,-0.065488718270126,71.16365570805205,1.814245229955996,0.0005044873117406,0.000684314327188,0.0,0.0005044873117406,0.0013693194586687,9.878414046667,0.0,451.84515107470537,23.810888906398198
PSLS/data/trainPlanetOld.hdf5,run_00029,0,852.3383261601629,0.0624633195015833,17.206240080336997,25.370696526192543,0,15.58546001404926,1,0.4960832566939384,-0.4611465855299562,119.59209385737708,2.5495461389214022,0.0016265197136587,1.383653608864401e-38,0.0,0.0016265197136587,2.771815630494429e-38,6.079032082027412,0.0,400.1993957446952,13.607703175036397
PSLS/data/trainPlanetOld.hdf5,run_00030,0,948.8473388615186,0.0302048157637367,13.884086962258598,31.848472591968303,0,12.672586852316169,1,1.2965148532724995,0.0188832306016978,529.022652226335,2.957637807216638,0.0025100230931359,0.4986484277175053,0.0,0.0025100230931359,2.106558929748616e-96,0.6551813732638102,0.999806392569024,229.30219139637185,-0.240525251718234
PSLS/data/trainPlanetOld.hdf5,run_00031,0,739.4166427718106,0.1061683876859934,22.86291333698892,18.24132423761581,0,18.52522700559089,1,2.676383454053217,-0.154358451394957,1490.9559472069984,2.8519061790616607,0.0009841901690581,0.0002889652693865,0.0,0.0009841901690581,2.3897428521056144e-77,0.2218264704245847,0.0005784998926802,174.91262680025142,-1.3976828693043022
PSLS/data/trainPlanetOld.hdf5,run_00035,0,839.6693048185932,0.0838559850211207,17.729376323107076,22.130204989959616,0,15.612747650095788,1,1.0300961848380288,-0.3937830134012235,368.13578478446993,0.4183815925095632,0.0014164405089708,0.1014240185026845,0.0,0.0014164405089708,0.1796939611106089,1.2503046952967976,0.0234418056235833,269.50807698499494,1.2466205424846288
PSLS/data/trainPlanetOld.hdf5,run_00039,0,917.5398985053488,0.0909048354557776,14.847731194886771,35.7605139635188,0,13.8376742428673,1,0.7746311564632142,-0.4906307183285234,231.57140336568756,1.6986166597856664,0.0025809500505576,0.0139979189708479,0.0,0.0025809500505576,0.0280682807723744,2.595266438175915,0.0,323.4918229974927,4.671513666850878
PSLS/data/trainPlanetOld.hdf5,run_00042,0,1038.1784863813664,0.0598158282268038,11.597542242179715,32.271598322451204,0,10.847183858163431,1,0.8913266473808381,0.2110692617326639,301.5507008608017,2.9921627285287755,0.0029706917933024,6.153054597602232e-09,0.0,0.0029706917933024,2.474653479123845e-103,1.3628795481424112,1.2342775777914487e-08,275.3798685702721,1.622005910189119
PSLS/data/trainPlanetOld.hdf5,run_00043,0,1280.0600299107532,0.0420263293565493,7.628678969287158,54.1032555201407,0,8.565497305948501,1,0.8126415105949771,0.4645237444613547,245.56438867927517,2.9362198622253377,0.0062965106889929,1.3761240844645282e-92,0.0,0.0062965106889929,2.769687536105314e-92,2.773598171152312,0.0,328.9112326219894,5.067563984928497
PSLS/data/trainPlanetOld.hdf5,run_00047,0,872.1084893575119,0.0327846151562293,16.434972619549704,24.394381282156203,0,11.732627049403757,1,2.59389493249382,-0.4637740052707577,1432.9888610410533,2.6107302761799525,0.002077031720914,0.0002044829689618,0.0,0.002077031720914,1.4134374254210992e-44,0.2201275167773339,0.0004098171411255,174.5767496444568,-1.4082526369132042
PSLS/data/trainPlanetOld.hdf5,run_00055,0,796.9087350307497,0.0947396909250626,19.68307007215109,19.959009331139544,0,18.40644036910373,1,0.2724265161354598,0.0916878224503272,50.80477359785059,2.4159095120926435,0.0010837615298375,3.278007051577097e-27,0.0,0.0010837615298375,6.563126967677202e-27,16.050761698555146,0.0,510.1427646715748,39.69677214918386
PSLS/data/trainPlanetOld.hdf5,run_00057,0,1038.923198995137,0.053283576207033,11.58092168637538,37.20383373641597,0,10.730029252174006,1,2.0098524341318207,-0.2813630226001329,954.6713248776184,0.8117318145652557,0.0034612590146684,0.8361072575467304,0.0,0.0034612590146684,0.9813313348533084,0.4537028855387756,0.6966912510424013,209.1754466804389,-0.8439834852605228
PSLS/data/trainPlanetOld.hdf5,run_00059,0,956.3929211983944,0.0624562260103764,13.66587069039206,28.950887959951576,0,14.08732249202389,1,1.01357219584395,-0.1341771616401667,350.0485721494909,2.5118431362315867,0.0020529919597788,1.984460219497254e-18,0.0,0.0020529919597788,9.264507927631064e-35,1.5075484162245811,3.977085363268653e-18,282.4136195143504,1.8498192704984744
PSLS/data/trainPlanetOld.hdf5,run_00060,0,1279.6263500176997,0.0686754287774689,7.633850737291844,49.73713279096992,0,9.080290274482206,1,1.066351166806533,0.3451179331950402,377.1194218570256,0.4217351263737631,0.0054625086333678,0.0929363122637876,0.0,0.0054625086333678,0.1868866995383216,1.3735712263565816,6.832521651896477e-06,275.91837007939847,1.5108460280080034
PSLS/data/trainPlanetOld.hdf5,run_00061,0,692.5710309069648,0.0359790592943767,26.06041752518428,16.069041392446607,0,20.60613132204381,1,1.778307829134373,0.3350847210306494,803.8966958707559,0.7932469723708317,0.000779514470827,0.9398026331232324,0.0,0.000779514470827,0.9729628755357056,0.5158630811582431,0.9081087132348676,215.9988463875996,-0.677131289120547
PSLS/data/trainPlanetOld.hdf5,run_00062,0,820.0841973602811,0.0849136609355677,18.586307856367444,21.92696711838388,0,15.666440005370678,1,0.3956711543857157,-0.2120515083322864,84.30656529568455,0.7722352154794766,0.0013986348923749,0.4795463023207869,0.0,0.0013986348923749,0.96043590380853,10.790465346701248,0.0,461.9318027914427,25.318313887355973
PSLS/data/trainPlanetOld.hdf5,run_00063,0,964.8510126976888,0.0678769035435006,13.427324941584416,28.12274769748391,0,11.671887771054656,1,2.4798424255086604,-0.1321353114374841,1352.5053582204491,0.9418271707687634,0.0024065425717495,0.4991159010235579,0.0,0.0024065425717495,0.9998282349884786,0.2238876618547327,0.000811649539745,175.31753668742212,-1.386895752628175
PSLS/data/trainPlanetOld.hdf5,run_00074,0,845.4655317330796,0.0912705105419608,17.48711634101181,28.695884638357693,0,15.424145688006742,1,0.3720269447088806,0.1915086636243558,77.59168531686963,0.4390439059751684,0.0018587225577915,0.1130096363396006,0.0,0.0018587225577915,0.2264401621165171,11.2122827103281,0.0,466.3815158391603,26.616335395478437
PSLS/data/trainPlanetOld.hdf5,run_00075,0,802.4611393735593,0.0819215511209813,19.411629466881845,22.144465701954847,0,17.505123674798092,1,1.0562618052988395,-0.0977807692640705,395.5361159667245,2.09163752403989,0.0012642278533212,0.4812600575128892,0.0,0.0012642278533212,5.610283746546615e-10,0.948891502478855,0.9637384995198705,251.54863156359372,0.5770856123232508
PSLS/data/trainPlanetOld.hdf5,run_00077,0,812.9962954605631,0.0581274037175996,18.91180057840149,23.534787314997555,0,15.603087431924074,1,0.9340297684742256,0.323539903432253,317.5979813932442,0.9947240926148552,0.0015072047175114,0.4992463918390155,0.0,0.0015072047175114,0.9999999883780256,1.54333288197494,2.3690871102136057e-29,284.07480814629434,2.0098389421722263
PSLS/data/trainPlanetOld.hdf5,run_00080,0,1089.6772667456153,0.0295674580370297,10.527232916134956,43.02269267710721,0,11.644720346109413,1,0.3604246965534431,0.4319276880511461,74.16165342842531,3.5769444185489774,0.0036877926791436,2.652932336927867e-288,0.0,0.0036877926791436,5.325504028625248e-288,12.252159703539236,0.0,476.8381364142886,29.23996803116689
PSLS/data/trainPlanetOld.hdf5,run_00082,0,853.3440743439198,0.0799946276939902,17.16570555894018,25.540436762146207,0,14.383990136300689,1,0.629004090986413,-0.0505653631966918,171.56369746989887,1.5770294516681334,0.0017740400915576,0.0946198430315463,0.0,0.0017740400915576,0.1895760014901333,3.886362385762488,0.0,357.85216024360415,7.898977285200817
PSLS/data/trainPlanetOld.hdf5,run_00086,0,988.9610312015584,0.0249366982168118,12.780612126511404,34.248844450233406,0,14.697573013642256,1,0.5131604425527915,-0.0134690791633211,124.7453230941054,1.2691088894461973,0.0023275251917287,0.4610972132908401,0.0,0.0023275251917287,0.9243458648680308,6.438823313242423,0.0,405.9938422924624,14.459661956132798
PSLS/data/trainPlanetOld.hdf5,run_00088,0,839.2752486652323,0.0403981393776717,17.746028809797615,25.48058372859544,0,15.70824911354894,1,1.31068350157033,-0.114783630516787,514.2012367793537,2.226000855482793,0.00162079990571,0.4991192502046035,0.0,0.00162079990571,1.9157704790196797e-15,0.8550737167679829,0.999859071898662,245.08611580514295,0.2281242045612246
PSLS/data/trainPlanetOld.hdf5,run_00090,0,997.3326947328254,0.0558227711865459,12.566950378084591,35.83543025329414,0,13.83715235910314,1,0.7473751330377634,-0.4175605659718053,218.5812394167316,1.2429594676500573,0.0025864474201889,0.4733104053338318,0.0,0.0025864474201889,0.9490755446617184,3.0441334591877798,0.0,336.653971249833,5.719536610077724
PSLS/data/trainPlanetOld.hdf5,run_00091,0,804.6080543491206,0.0657723164406696,19.30817656840581,30.271498886358515,0,18.39405277506105,1,1.8204130994978116,-0.2716709652108715,907.3639363528564,3.1785266715009994,0.00164436862708,0.0417577558712353,0.0,0.00164436862708,1.85027772658751e-147,0.2954845819972508,0.0836530682234161,187.91070673587032,-1.1635187300255865
PSLS/data/trainPlanetOld.hdf5,run_00093,0,922.4790810954212,0.0870379946443057,14.6891599530166,24.01533655305514,0,11.319015377941223,1,0.9414651967711052,0.1649735441745472,319.1508870192098,1.309291719205569,0.0021194315337493,0.4349451633041633,0.0,0.0021194315337493,0.871737913050725,1.380009320348187,2.384740506101067e-09,276.24111901498406,1.645540754687415
PSLS/data/trainPlanetOld.hdf5,run_00105,0,790.4457092782089,0.0792703157018699,20.006260540982836,17.689888800439068,0,14.17952308386698,1,0.4786373438645026,-0.0650878679021895,111.3795667801074,0.4052521015387748,0.0012467879654811,0.0764425312157532,0.0,0.0012467879654811,0.1530759156409327,7.742440256527272,0.0,425.1452051849593,17.761360131177597
PSLS/data/trainPlanetOld.hdf5,run_00107,0,889.4921872878127,0.0265811671274139,15.798859512324237,22.83289088451298,0,14.777095415660016,1,2.382163346567521,0.1114283274753327,1318.3824108843598,0.6177460416409057,0.0015439610529901,0.3624635232119947,0.0,0.0015439610529901,0.725962123070401,0.185668251774333,8.591324425819283e-05,167.3024233766407,-1.4517642811514608
PSLS/data/trainPlanetOld.hdf5,run_00109,0,1015.0562190236428,0.0782077666080556,12.13192788955825,23.576892464173213,0,12.955553342182297,1,0.7400417641770943,0.4874225094566717,231.6832297095168,0.7691732187857699,0.0018181741754018,0.478284283121305,0.0,0.0018181741754018,0.958310942450178,1.915953682057557,0.0,299.85691681700484,3.0586581518549574
PSLS/data/trainPlanetOld.hdf5,run_00112,0,657.9111157036051,0.0767327862987898,28.87856206827691,11.047930130414851,0,21.56752960243714,1,0.2596243928114983,-0.0837897860079235,49.530468976103904,0.6598500712341542,0.0005121171119484,0.4088268219595686,0.0,0.0005121171119484,0.8180725928927736,12.262090130257524,0.0,476.93472688793975,30.895466647314148
PSLS/data/trainPlanetOld.hdf5,run_00115,0,1043.208298319265,0.0824038087449996,11.485977122144869,31.407638172677373,0,13.607641789140178,1,1.4651517753229977,-0.3892027008927864,620.5541236152782,3.3314510829004167,0.0023054266660245,0.4983722939321363,0.0,0.0023054266660245,3.327600104091725e-193,0.6346012867257337,0.9990478193476304,227.4799147415503,-0.3136806286689276
PSLS/data/trainPlanetOld.hdf5,run_00117,0,994.034085016832,0.0727258228397243,12.650493276619056,33.92198515487018,0,12.741407976095074,1,0.6240690364204851,0.2427474004822593,170.1086064202657,0.87108556026418,0.0026588010762226,0.4966089634552322,0.0,0.0026588010762226,0.9958657358005844,3.958826031442402,0.0,359.508716071203,8.136230556392647
PSLS/data/trainPlanetOld.hdf5,run_00118,0,710.7973542160299,0.0425287778748772,24.741066002407337,18.06422389742319,0,15.033832990978604,1,0.4070344657531713,0.3467661137554605,94.863694341703,0.6542922196581553,0.0012008498116375,0.403087255084444,0.0,0.0012008498116375,0.8071437686113895,6.031094887121457,0.0,399.4080925691055,14.06012586913234
PSLS/data/trainPlanetOld.hdf5,run_00119,0,777.4267517348147,0.0995268044769267,20.681929397021605,20.80989101231312,0,16.225885145236642,1,0.4060396534294913,-0.2602746171517347,87.01441312670147,2.922116572736132,0.0012816898469681,6.01775930424224e-90,0.0,0.0012816898469681,1.2050964206954713e-89,10.799197964212633,0.0,462.0252336580175,25.395507324415867
PSLS/data/trainPlanetOld.hdf5,run_00120,0,921.7573021334993,0.0956375825791257,14.712173554657689,34.27252208705607,0,15.7941020931719,1,2.8693191666021924,-0.2885091066676365,1630.4038775758866,1.425549645711021,0.0021676043258312,0.305174659410122,0.0,0.0021676043258312,0.6114528645041899,0.2218825179355751,0.0002223241008782,174.92367427423855,-1.42608198416132
